Columna1,Fecha Prod.,Hora Proceso,Muestra,Punto,Código,Producto,OP,CANT. BACHES A PRODUCIR,# BACHE,m1,m2,Porcentaje Durabilidad,Dureza,% Finos,Criba,Granulometría 10,Granulometría 12,Granulometría 14,Granulometría 16,Granulometría Pan,OPERADOR,Analista,OBSERVACIONES,Columna2,Unnamed: 25,Fecha
27.0,2025-02-03 00:00:00,09:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,89.0,25.0,20.0,,,,,,"2,5-3",0.04,0.16,2.44,3.04,94.32,,NATALIA RODRIGUEZ,,,,2025-02-03
28.0,2025-02-03 00:00:00,22:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,89.0,25.0,17.0,500.0,468.0,93.6,2.57,6.400000000000006,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-03
29.0,2025-02-03 00:00:00,12:28:00,PELLET,ZARANDA 1,200541.0,LEVANTE,89.0,25.0,23.0,500.0,446.0,89.2,2.61,10.799999999999997,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-03
30.0,2025-02-03 00:00:00,11:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,90.0,15.0,1.0,,,,,,"2,5-3",0.04,0.32,4.6,6.4,88.64,,NATALIA RODRIGUEZ,,,,2025-02-03
31.0,2025-02-03 00:00:00,12:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,90.0,15.0,7.0,,,,,,"2,5-3",0.04,0.2,2.72,3.56,93.47999999999999,,NATALIA RODRIGUEZ,,,,2025-02-03
32.0,2025-02-03 00:00:00,13:50:00,PELLET,ZARANDA 1,200541.0,LEVANTE,90.0,15.0,6.0,500.0,460.0,92.0,2.3,8.0,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-03
33.0,2025-02-03 00:00:00,15:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,90.0,15.0,13.0,500.0,458.0,,2.58,,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-03
34.0,2025-02-03 00:00:00,18:30:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,91.0,15.0,5.0,500.0,463.0,,2.6,,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-03
35.0,2025-02-03 00:00:00,22:40:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,91.0,15.0,13.0,500.0,474.0,,2.17,,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-03
36.0,2025-02-04 00:00:00,00:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,92.0,15.0,8.0,,,,,,"2,5-3,0",0.12,1.32,10.96,8.76,78.83999999999999,,NATALIA RODRIGUEZ,,,,2025-02-04
37.0,2025-02-04 00:00:00,01:00:00,PELLET,ZARANDA 1,200543.0,ENGORDE,92.0,15.0,6.0,500.0,456.0,,2.8,,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-04
38.0,2025-02-04 00:00:00,02:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,93.0,30.0,4.0,,,,,,"2,5-3,0",0.12,0.88,7.56,6.64,84.8,,NATALIA RODRIGUEZ,,,,2025-02-04
39.0,2025-02-04 00:00:00,10:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,91.0,15.0,8.0,,,,,,"2,5-3,0",0.12,0.48,5.4,7.2,86.79999999999998,,NATALIA RODRIGUEZ,,,,2025-02-04
40.0,2025-02-04 00:00:00,09:00:00,PELLET,ZARANDA 1,200542.0,LEVANTE,93.0,30.0,4.0,500.0,464.0,,2.72,,,,,,,,,VANESSA LOSADA,,,,2025-02-04
41.0,2025-02-04 00:00:00,12:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,93.0,30.0,9.0,,,,,,"2,5,-3,0",0.24,1.16,7.36,6.84,84.4,,VANESSA LOSADA,,,,2025-02-04
42.0,2025-02-04 00:00:00,02:20:00,PELLET,ZARANDA 1,200542.0,LEVANTE,93.0,30.0,12.0,500.0,463.0,,2.59,,,,,,,,,VANESSA LOSADA,,,,2025-02-04
43.0,2025-02-04 00:00:00,02:30:00,MOLIENDA,TOLVA,200542.0,LEVANTE,93.0,93.0,30.0,,,,,,"2,5-3,0",0.12,0.88,8.36,6.24,84.4,,VANESSA LOSADA,,,,2025-02-04
44.0,2025-02-04 00:00:00,03:49:00,PELLET,ZARANDA 1,200542.0,LEVANTE,93.0,30.0,20.0,500.0,460.5,92.1,2.27,,,0.12,0.2,0.2,1.2,98.27999999999999,,VANESSA LOSADA,,,,2025-02-04
45.0,2025-02-04 00:00:00,03:40:00,MOLIENDA,TOLVA,200542.0,LEVANTE,93.0,30.0,19.0,,,,,,,,,,,,,VANESSA LOSADA,,,,2025-02-04
46.0,2025-02-04 00:00:00,16:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,93.0,30.0,26.0,,,,,,"2,5-3,0",0.08,0.68,5.4,7.2,86.63999999999999,,BRAYAN HERRERA,,,,2025-02-04
71.0,2025-02-04 00:00:00,17:34:00,PELLET,ZARANDA 1,200542.0,LEVANTE,93.0,30.0,27.0,500.0,461.0,92.2,2.51,7.799999999999997,,,,,,,,BRAYAN HERRERA,,,,2025-02-04
37.0,2025-02-04 00:00:00,19:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,10.0,,,,,,"2,5-3,0",0.92,0.46,6.0,5.6,87.02000000000001,,BRAYAN HERRERA,,,,2025-02-04
38.0,2025-02-04 00:00:00,22:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,18.0,,,,,,"2,5-3,0",0.12,0.56,5.56,5.48,88.27999999999999,,BRAYAN HERRERA,,,,2025-02-04
39.0,2025-02-04 00:00:00,23:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,16.0,500.0,453.0,90.6,2.26,9.400000000000006,,,,,,,,BRAYAN HERRERA,,,,2025-02-04
40.0,2025-02-04 00:00:00,21:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,8.0,500.0,439.0,87.8,2.22,12.200000000000003,,,,,,,,BRAYAN HERRERA,,,,2025-02-04
41.0,2025-02-05 00:00:00,11:50:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,11.0,,,,,,"2,5-3,0",0.12,0.76,6.6,6.36,86.16,,BRAYAN HERRERA,,,,2025-02-05
42.0,2025-02-05 00:00:00,00:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,28.0,,,,,,"2,5-3,0",0.32,0.44,4.68,4.92,89.64,,BRAYAN HERRERA,,,,2025-02-05
43.0,2025-02-05 00:00:00,04:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,29.0,500.0,415.0,83.0,2.2,17.0,,,,,,,,BRAYAN HERRERA,,,,2025-02-05
44.0,2025-02-05 00:00:00,13:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,47.0,,,,,,"2,5-3,0",0.12,0.52,5.6,5.64,88.12,,BRAYAN HERRERA,,,,2025-02-05
45.0,2025-02-05 00:00:00,14:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,23.0,500.0,459.0,91.8,2.33,8.200000000000003,,,,,,,,BRAYAN HERRERA,,,,2025-02-05
46.0,2025-02-05 00:00:00,14:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,48.0,500.0,438.0,87.6,2.41,12.400000000000006,,,,,,,,BRAYAN HERRERA,,,,2025-02-05
47.0,2025-02-05 00:00:00,14:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,54.0,,,,,,"2,5-3,0",0.04,0.44,5.2,5.22,89.1,,BRAYAN HERRERA,,,,2025-02-05
48.0,2025-02-05 00:00:00,12:50:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,41.0,500.0,464.0,92.8,2.5,7.200000000000003,,,,,,,,BRAYAN HERRERA,,,,2025-02-05
49.0,2025-02-05 00:00:00,22:22:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,36.0,500.0,440.0,88.0,2.5,12.0,,,,,,,,BRAYAN HERRERA,,,,2025-02-05
50.0,2025-02-06 00:00:00,04:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,60.0,,,,,,"2,5-3,0",0.23,0.46,4.48,4.64,90.19,,BRAYAN HERRERA,,,,2025-02-06
51.0,2025-02-06 00:00:00,05:30:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,70.0,,,,,,"2,5-3,0",0.32,0.48,5.2,6.12,87.88,,BRAYAN HERRERA,,,,2025-02-06
52.0,2025-02-06 00:00:00,15:20:00,MOLIENDA,TOLVA,200541.0,LEVANTE,94.0,85.0,75.0,,,,,,"2,5-3,0",0.46,2.1,5.16,4.84,87.44000000000001,,BRAYAN HERRERA,,,,2025-02-06
53.0,2025-02-06 00:00:00,14:20:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,74.0,500.0,422.0,84.4,2.2,15.599999999999994,,,,,,,,BRAYAN HERRERA,,,,2025-02-06
51.0,2025-02-06 00:00:00,16:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,58.0,500.0,459.0,91.8,3.15,8.200000000000003,,,,,,,,BRAYAN HERRERA,,,,2025-02-06
52.0,2025-02-06 00:00:00,16:22:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,81.0,500.0,452.0,90.4,2.41,9.599999999999994,,,,,,,,BRAYAN HERRERA,,,,2025-02-06
53.0,2025-02-06 00:00:00,18:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,94.0,85.0,66.0,500.0,456.0,91.2,3.12,8.799999999999997,,,,,,,,BRAYAN HERRERA,,,,2025-02-06
54.0,2025-02-06 00:00:00,19:48:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,95.0,65.0,4.0,500.0,458.0,91.6,2.3,8.400000000000006,,,,,,,DAIRO C,VANESSA LOSADA,,,,2025-02-06
55.0,2025-02-06 00:00:00,18:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,95.0,65.0,3.0,,,,,,"2,5-3,0",0.34,0.46,4.96,4.84,89.4,,VANESSA LOSADA,,,,2025-02-06
56.0,2025-02-06 00:00:00,22:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,95.0,65.0,20.0,,,,,,"2,5-3,0",0.54,1.08,4.32,4.32,89.74000000000001,,VANESSA LOSADA,,,,2025-02-06
57.0,2025-02-06 00:00:00,21:30:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,95.0,65.0,10.0,500.0,455.5,91.1,2.1,8.900000000000006,,,,,,,DANIEL P,VANESSA LOSADA,,,,2025-02-06
58.0,2025-02-07 00:00:00,01:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,95.0,65.0,24.0,,,,,,"2,5-3,0",0.12,0.32,4.84,4.24,90.48,,VANESSA LOSADA,,,,2025-02-07
59.0,2025-02-07 00:00:00,01:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,95.0,65.0,24.0,500.0,462.0,92.4,2.8,7.599999999999994,,,,,,,DANIEL P,VANESSA LOSADA,,,,2025-02-07
60.0,2025-02-07 00:00:00,10:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,95.0,65.0,54.0,500.0,459.0,91.8,2.4,8.200000000000003,,,,,,,DAIRO C,VANESSA LOSADA,,,,2025-02-07
72.0,2025-02-07 00:00:00,15:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,95.0,65.0,32.0,500.0,450.0,90.0,2.6,10.0,,,,,,,DANIEL P,VANESSA LOSADA,,,,2025-02-07
73.0,2025-02-07 00:00:00,15:30:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,95.0,65.0,35.0,,,,,,"2,5-3,0",0.16,0.54,4.36,4.0,90.94,,VANESSA LOSADA,,,,2025-02-07
0.0,2025-02-07 00:00:00,17:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,95.0,65.0,40.0,500.0,465.0,93.0,2.6,7.0,,,,,,,DANIEL P,VANESSA LOSADA,,,,2025-02-07
75.0,2025-02-07 00:00:00,17:30:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,95.0,65.0,45.0,,,,,,"2,5-3,0",0.24,0.36,5.12,4.24,90.04,,VANESSA LOSADA,,,,2025-02-07
76.0,2025-02-07 00:00:00,19:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,95.0,65.0,53.0,,,,,,,0.32,0.44,5.32,4.24,89.68000000000002,,VANESSA LOSADA,,,,2025-02-07
77.0,2025-02-07 00:00:00,22:30:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,95.0,65.0,62.0,,,,,,,0.12,0.48,5.26,4.48,89.65999999999998,,VANESSA LOSADA,,,,2025-02-07
78.0,2025-02-07 00:00:00,19:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,95.0,65.0,48.0,500.0,466.0,93.2,2.6,6.799999999999997,,,,,,,DANIEL P,VANESSA LOSADA,,,,2025-02-07
79.0,2025-02-07 00:00:00,12:18:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,95.0,65.0,62.0,500.0,460.5,92.1,2.8,7.900000000000006,,,,,,,DAIRO C,VANESSA LOSADA,,,,2025-02-07
80.0,2025-02-07 00:00:00,13:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,96.0,15.0,4.0,,,,,,"2,5-3,0",0.22,0.36,4.98,3.56,90.88,,VANESSA LOSADA,,,,2025-02-07
81.0,2025-02-07 00:00:00,14:20:00,PELLET,ZARANDA 1,200543.0,ENGORDE,96.0,15.0,4.0,500.0,458.0,91.6,2.2,8.400000000000006,,,,,,,DAIRO C,VANESSA LOSADA,,,,2025-02-07
82.0,2025-02-07 00:00:00,15:30:00,MOLIENDA,TOLVA,200543.0,ENGORDE,96.0,15.0,13.0,,,,,,"2,5-3",0.04,0.4,3.6,4.4,91.55999999999999,,NATALIA RODRIGUEZ,,,,2025-02-07
83.0,2025-02-07 00:00:00,16:21:00,PELLET,ZARANDA 1,200543.0,ENGORDE,96.0,15.0,11.0,500.0,450.0,90.0,2.02,10.0,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-07
84.0,2025-02-07 00:00:00,19:00:00,PELLET,ZARANDA 1,200542.0,LEVANTE,97.0,25.0,7.0,500.0,466.0,93.2,2.2,6.799999999999997,,,,,,,DANIEL P,NATALIA RODRIGUEZ,,,,2025-02-07
85.0,2025-02-07 00:00:00,19:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,97.0,25.0,8.0,,,,,,"2,5-3",0.08,0.72,7.2,7.04,84.96,,NATALIA RODRIGUEZ,,,,2025-02-07
86.0,2025-02-08 00:00:00,00:30:00,PELLET,ZARANDA 1,200542.0,LEVANTE,97.0,25.0,19.0,500.0,460.0,92.0,2.02,8.0,,,,,,,DANIEL P,NATALIA RODRIGUEZ,,,,2025-02-08
87.0,2025-02-08 00:00:00,00:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,97.0,25.0,19.0,,,,,,"2,5-3",0.08,0.4,3.68,5.2,90.63999999999999,,NATALIA RODRIGUEZ,,,,2025-02-08
88.0,2025-02-08 00:00:00,03:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,98.0,35.0,8.0,,,,,,"2,5-3",0.08,0.4,3.96,4.46,91.10000000000001,,NATALIA RODRIGUEZ,,,,2025-02-08
89.0,2025-02-08 00:00:00,03:10:00,PELLET,ZARANDA 1,200541.0,LEVANTE,98.0,35.0,4.0,500.0,464.0,92.8,2.31,7.200000000000003,,,,,,,DANIEL P,NATALIA RODRIGUEZ,,,,2025-02-08
90.0,2025-02-08 00:00:00,09:31:00,MOLIENDA,TOLVA,200541.0,LEVANTE,98.0,35.0,10.0,500.0,443.0,88.6,2.18,11.400000000000006,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-08
91.0,2025-02-08 00:00:00,10:20:00,MOLIENDA,TOLVA,200541.0,LEVANTE,98.0,35.0,17.0,,,,,,"2,5-3",0.12,0.92,6.0,5.08,87.88,,NATALIA RODRIGUEZ,,,,2025-02-08
92.0,2025-02-08 00:00:00,10:57:00,PELLET,ZARANDA 1,200541.0,LEVANTE,98.0,35.0,16.0,500.0,464.0,92.8,2.25,7.200000000000003,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-08
93.0,2025-02-08 00:00:00,13:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,98.0,35.0,25.0,,,,,,"2,5-3",0.24,1.36,7.4,5.64,85.36,,NATALIA RODRIGUEZ,,,,2025-02-08
94.0,2025-02-08 00:00:00,14:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,98.0,35.0,24.0,500.0,469.0,93.8,2.42,6.200000000000003,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-08
95.0,2025-02-08 00:00:00,15:40:00,PELLET,ZARANDA 1,200541.0,LEVANTE,98.0,35.0,33.0,500.0,466.0,93.2,2.36,6.799999999999997,,,,,,,DAIRO C,NATALIA RODRIGUEZ,,,,2025-02-08
96.0,2025-02-08 00:00:00,17:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,99.0,10.0,5.0,,,,,,"2,5-3",0.28,1.48,8.6,6.24,83.4,,NATALIA RODRIGUEZ,,,,2025-02-08
97.0,2025-02-08 00:00:00,17:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,99.0,10.0,5.0,500.0,466.0,93.2,2.46,6.799999999999997,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-08
98.0,2025-02-08 00:00:00,20:30:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,100.0,30.0,5.0,500.0,460.0,92.0,2.34,8.0,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-08
99.0,2025-02-08 00:00:00,20:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,100.0,30.0,5.0,,,,,,,,,,,,,NATALIA RODRIGUEZ,,,,2025-02-08
100.0,2025-02-08 00:00:00,22:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,100.0,30.0,15.0,,,,,,"2,5-3,0",0.2,0.96,5.16,4.52,89.16000000000001,,VANESSA LOSADA,,,,2025-02-08
101.0,2025-02-08 00:00:00,22:30:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,100.0,30.0,13.0,500.0,459.5,91.9,2.5,8.099999999999994,,,,,,,DANIEL P,VANESSA LOSADA,,,,2025-02-08
102.0,2025-02-09 00:00:00,00:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,100.0,30.0,26.0,,,,,,"2,5-3,0",0.2,0.88,6.42,5.24,87.26,,VANESSA LOSADA,,,,2025-02-09
103.0,2025-02-09 00:00:00,00:20:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,100.0,30.0,20.0,500.0,460.0,92.0,2.2,8.0,,,,,,,,VANESSA LOSADA,,,,2025-02-09
104.0,2025-02-10 00:00:00,09:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,6.0,,,,,,"2,5-3,0",0.28,1.16,7.4,6.5,84.66,,VANESSA LOSADA,,,,2025-02-10
105.0,2025-02-10 00:00:00,11:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,7.0,500.0,455.0,91.0,2.4,9.0,,,,,,,,VANESSA LOSADA,,,,2025-02-10
106.0,2025-02-10 00:00:00,13:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,15.0,500.0,455.5,91.1,2.1,8.900000000000006,,,,,,,,VANESSA LOSADA,,,,2025-02-10
107.0,2025-02-10 00:00:00,15:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,23.0,500.0,460.0,92.0,2.16,8.0,,,,,,,DANIEL P,CAROLINA GELVES,,,,2025-02-10
108.0,2025-02-10 00:00:00,14:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,27.0,,,,,,"2,5 - 3,0",0.1,0.4,3.8,3.2,92.5,,CAROLINA GELVES,,,,2025-02-10
109.0,2025-02-10 00:00:00,16:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,36.0,,,,,,"2,5 - 3,0",0.16,1.2,8.0,6.8,83.84,,CAROLINA GELVES,,,,2025-02-10
110.0,2025-02-10 00:00:00,17:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,28.0,500.0,449.0,89.8,2.73,10.200000000000003,,,,,,,,CAROLINA GELVES,,,,2025-02-10
111.0,2025-02-10 00:00:00,17:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,40.0,500.0,455.0,91.0,2.5,9.0,,,,,,,,CAROLINA GELVES,,,,2025-02-10
112.0,2024-10-02,18:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,48.0,,,,,,"2,5 - 3,0",0.4,1.2,6.52,5.52,86.36,,CAROLINA GELVES,,,,2024-10-02
113.0,2025-02-10 00:00:00,21:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,55.0,,,,,,"2,5 - 3,0",0.2,1.0,6.4,4.0,88.39999999999999,,CAROLINA GELVES,,,,2025-02-10
114.0,2025-02-10 00:00:00,21:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,48.0,500.0,458.0,91.6,2.61,8.400000000000006,,,,,,,,CAROLINA GELVES,,,,2025-02-10
115.0,2025-02-10 00:00:00,23:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,101.0,65.0,64.0,,,,,,"2,5 - 3,0",0.28,0.8,6.4,4.0,88.52,,CAROLINA GELVES,,,,2025-02-10
116.0,2025-02-10 00:00:00,23:01:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,54.0,500.0,469.0,93.8,2.83,6.200000000000003,,,,,,,,CAROLINA GELVES,,,,2025-02-10
117.0,2025-02-11 00:00:00,11:00:00,PELLET,ZARANDA 1,200543.0,ENGORDE,102.0,30.0,15.0,500.0,390.0,78.0,2.06,22.0,,,,,,,,CAROLINA GELVES,,,,2025-02-11
118.0,2025-02-11 00:00:00,00:46:00,PELLET,ZARANDA 1,200541.0,LEVANTE,101.0,65.0,62.0,500.0,465.0,93.0,2.67,7.0,,,,,,,,CAROLINA GELVES,,,,2025-02-11
119.0,2025-02-11 00:00:00,12:55:00,PELLET,ZARANDA 1,200543.0,ENGORDE,102.0,30.0,23.0,500.0,436.0,87.2,2.4,12.799999999999997,,,,,,,,CAROLINA GELVES,,,,2025-02-11
120.0,2025-02-11 00:00:00,01:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,102.0,30.0,4.0,,,,,,"2,5 - 3,0",0.2,0.8,6.4,4.8,87.8,,CAROLINA GELVES,,,,2025-02-11
121.0,2025-02-11 00:00:00,03:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,102.0,30.0,18.0,,,,,,"2,5 - 3,0",0.24,1.12,5.96,4.52,88.16000000000001,,CAROLINA GELVES,,,,2025-02-11
122.0,2025-02-11 00:00:00,03:20:00,PELLET,ZARANDA 1,200543.0,ENGORDE,102.0,30.0,5.0,500.0,448.0,89.6,2.01,10.400000000000006,,,,,,,,CAROLINA GELVES,,,,2025-02-11
123.0,2025-02-11 00:00:00,11:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,102.0,30.0,20.0,,,,,,"2,5 - 3,0",0.4,1.6,7.6,5.2,85.2,,CAROLINA GELVES,,,,2025-02-11
124.0,2025-02-11 00:00:00,13:00:00,MOLIENDA,TOLVA,200543.0,ENGORDE,102.0,30.0,29.0,,,,,,"2,5 - 3,0",0.04,0.36,2.4,2.8,94.39999999999999,,CAROLINA GELVES,,,,2025-02-11
125.0,2025-02-11 00:00:00,11:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,105.0,53.0,5.0,,,,,,"2,5 - 3,0",0.32,1.56,8.88,6.64,82.60000000000001,,BRAYAN HERRERA,,,,2025-02-11
126.0,2025-02-11 00:00:00,15:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,103.0,25.0,3.0,,,,,,"2,5 - 3,0",0.36,1.84,9.52,6.72,81.56,,BRAYAN HERRERA,,,,2025-02-11
127.0,2025-02-11 00:00:00,17:00:00,MOLIENDA,TOLVA,200542.0,LEVANTE,103.0,25.0,13.0,,,,,,"2,5 - 3,0",0.2,0.36,4.72,4.24,90.48,,CAROLINA GELVES,,,,2025-02-11
128.0,2025-02-11 00:00:00,19:00:00,PELLET,ZARANDA 1,200542.0,LEVANTE,103.0,25.0,15.0,500.0,436.0,87.2,2.44,12.799999999999997,,,,,,,,CAROLINA GELVES,,,,2025-02-11
129.0,2025-02-11 00:00:00,19:15:00,MOLIENDA,TOLVA,200542.0,LEVANTE,103.0,25.0,21.0,,,,,,"2,5 - 3,0",0.24,1.32,8.4,7.12,82.92,,CAROLINA GELVES,,,,2025-02-11
130.0,2025-02-11 00:00:00,19:30:00,PELLET,ZARANDA 1,200542.0,LEVANTE,103.0,25.0,19.0,500.0,455.0,91.0,2.65,9.0,,,,,,,,CAROLINA GELVES,,,,2025-02-11
131.0,2025-02-11 00:00:00,10:20:00,MOLIENDA,TOLVA,200541.0,LEVANTE,104.0,40.0,10.0,,,,,,"2,5 - 3,0",0.12,0.64,5.68,4.42,89.14,,CAROLINA GELVES,,,,2025-02-11
132.0,2025-02-11 00:00:00,23:00:00,PELLET,ZARANDA 1,200541.0,LEVANTE,104.0,40.0,5.0,500.0,457.0,91.4,2.44,8.599999999999994,,,,,,,,CAROLINA GELVES,,,,2025-02-11
133.0,2025-02-12 00:00:00,00:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,104.0,40.0,10.0,500.0,452.0,90.4,2.63,9.599999999999994,,,,,,,,CAROLINA GELVES,,,,2025-02-12
134.0,2025-02-12 00:00:00,01:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,104.0,40.0,20.0,,,,,,"2,5 - 3,0",0.2,0.89,5.64,5.6,87.67,,CAROLINA GELVES,,,,2025-02-12
135.0,2025-02-12 00:00:00,02:30:00,PELLET,ZARANDA 1,200541.0,LEVANTE,104.0,40.0,19.0,500.0,463.0,92.6,2.55,7.400000000000006,,,,,,,,CAROLINA GELVES,,,,2025-02-12
136.0,2025-02-12 00:00:00,03:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,104.0,40.0,30.0,,,,,,"2,5 - 3,0",0.24,0.8,6.52,6.04,86.4,,CAROLINA GELVES,,,,2025-02-12
137.0,2025-02-12 00:00:00,10:00:00,MOLIENDA,TOLVA,200541.0,LEVANTE,104.0,40.0,39.0,,,,,,"2,5 - 3,0",0.16,0.84,6.4,5.36,87.24,,CAROLINA GELVES,,,,2025-02-12
138.0,2025-02-12 00:00:00,10:45:00,PELLET,ZARANDA 1,200541.0,LEVANTE,104.0,40.0,34.0,500.0,452.0,90.4,2.46,9.599999999999994,,,,,,,,CAROLINA GELVES,,,,2025-02-12
139.0,2025-02-12 00:00:00,13:00:00,MOLIENDA,TOLVA,200544.0,FINALIZADOR,105.0,55.0,14.0,,,,,,"2,5 - 3,0",0.16,0.76,5.52,6.32,87.24000000000001,,CAROLINA GELVES,,,,2025-02-12
140.0,2025-02-12 00:00:00,13:50:00,PELLET,ZARANDA 1,200541.0,LEVANTE,105.0,55.0,6.0,500.0,452.0,90.4,2.13,9.599999999999994,,,,,,,,CAROLINA GELVES,,,,2025-02-12
141.0,2025-02-12 00:00:00,16:00:00,PELLET,ZARANDA 1,200544.0,FINALIZADOR,105.0,55.0,15.0,500.0,444.0,88.8,2.24,11.200000000000003,,,,,,,,CAROLINA GELVES,,,,2025-02-12
